  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 24112                                      
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   4.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  26.400   3.1854   0.00000  -0.00156  -0.0483   0.0000   0.0000
  26.500   3.1962   0.00000  -0.00156  -0.0485   0.0000   0.0000
  26.600   3.2070   0.00000  -0.00156  -0.0488   0.0000   0.0000
  26.700   3.2177   0.00000  -0.00157  -0.0490   0.0000   0.0000
  26.800   3.2284   0.00000  -0.00157  -0.0493   0.0000   0.0000
  26.900   3.2391   0.00000  -0.00158  -0.0495   0.0000   0.0000
  27.000   3.2499   0.00000  -0.00158  -0.0497   0.0000   0.0000
  27.100   3.2606   0.00000  -0.00158  -0.0500   0.0000   0.0000
  27.200   3.2712   0.00000  -0.00159  -0.0502   0.0000   0.0000
  27.300   3.2819   0.00000  -0.00159  -0.0505   0.0000   0.0000
  27.400   3.2926   0.00000  -0.00159  -0.0507   0.0000   0.0000
  27.500   3.3032   0.00000  -0.00160  -0.0509   0.0000   0.0000
  27.600   3.3139   0.00000  -0.00160  -0.0512   0.0000   0.0000
  27.700   3.3245   0.00000  -0.00161  -0.0514   0.0000   0.0000
  27.800   3.3352   0.00000  -0.00161  -0.0517   0.0000   0.0000
  27.900   3.3458   0.00000  -0.00161  -0.0519   0.0000   0.0000
  28.000   3.3564   0.00000  -0.00162  -0.0521   0.0000   0.0000
  28.100   3.3670   0.00000  -0.00162  -0.0524   0.0000   0.0000
  28.200   3.3776   0.00000  -0.00162  -0.0526   0.0000   0.0000
  28.300   3.3882   0.00000  -0.00163  -0.0529   0.0000   0.0000
  28.400   3.3987   0.00000  -0.00163  -0.0531   0.0000   0.0000
  28.500   3.4093   0.00000  -0.00164  -0.0533   0.0000   0.0000
  28.600   3.4198   0.00000  -0.00164  -0.0536   0.0000   0.0000
  28.700   3.4304   0.00000  -0.00164  -0.0538   0.0000   0.0000
  28.800   3.4409   0.00000  -0.00165  -0.0541   0.0000   0.0000
  28.900   3.4514   0.00000  -0.00165  -0.0543   0.0000   0.0000
  29.000   3.4619   0.00000  -0.00166  -0.0545   0.0000   0.0000
  29.100   3.4724   0.00000  -0.00166  -0.0548   0.0000   0.0000
  29.200   3.4829   0.00000  -0.00166  -0.0550   0.0000   0.0000
  29.300   3.4934   0.00000  -0.00167  -0.0553   0.0000   0.0000
  29.400   3.5038   0.00000  -0.00167  -0.0555   0.0000   0.0000
  29.500   3.5143   0.00000  -0.00167  -0.0557   0.0000   0.0000
  29.600   3.5247   0.00000  -0.00168  -0.0560   0.0000   0.0000
  29.700   3.5352   0.00000  -0.00168  -0.0562   0.0000   0.0000
  29.800   3.5456   0.00000  -0.00169  -0.0565   0.0000   0.0000
  29.900   3.5560   0.00000  -0.00169  -0.0567   0.0000   0.0000
  30.000   3.5664   0.00000  -0.00169  -0.0569   0.0000   0.0000
