  -5.000  -0.4745   0.00737   0.00236  -0.0129  0.4097  0.0320  -2.4709   0.0000   0.0000   0.0000   0.2107
  -4.500  -0.4117   0.00724   0.00220  -0.0123  0.3856  0.0352  -2.1868   0.0000   0.0000   0.0000   0.2079
  -4.000  -0.3488   0.00715   0.00206  -0.0119  0.3590  0.0386  -1.9276   0.0000   0.0000   0.0000   0.2037
  -3.500  -0.2858   0.00708   0.00194  -0.0115  0.3346  0.0427  -1.6871   0.0000   0.0000   0.0000   0.1972
  -3.000  -0.2230   0.00704   0.00185  -0.0112  0.3090  0.0470  -1.4588   0.0000   0.0000   0.0000   0.1867
  -2.500  -0.1602   0.00699   0.00177  -0.0109  0.2872  0.0539  -1.2531   0.0000   0.0000   0.0000   0.1675
  -2.000  -0.0975   0.00695   0.00171  -0.0107  0.2657  0.0629  -1.0610   0.0000   0.0000   0.0000   0.1231
  -1.500  -0.0347   0.00691   0.00166  -0.0106  0.2483  0.0750  -0.8856   0.0000   0.0000   0.0000  -0.0850
  -1.000   0.0279   0.00685   0.00163  -0.0104  0.2336  0.0955  -0.8692   0.0000   0.0000   0.0000   0.6390
  -0.500   0.0887   0.00666   0.00156  -0.0100  0.2221  0.1551  -0.9474   0.0000   0.0000   0.0000   0.3607
   0.000   0.1454   0.00615   0.00141  -0.0089  0.2132  0.2946  -1.0270   0.0000   0.0000   0.0000   0.3060
   0.500   0.2073   0.00604   0.00141  -0.0088  0.2041  0.3453  -1.1126   0.0000   0.0000   0.0000   0.2854
   1.000   0.2702   0.00598   0.00144  -0.0088  0.1985  0.3872  -1.2039   0.0000   0.0000   0.0000   0.2746
   1.500   0.3334   0.00594   0.00148  -0.0088  0.1923  0.4272  -1.2982   0.0000   0.0000   0.0000   0.2680
   2.000   0.3961   0.00591   0.00154  -0.0088  0.1857  0.4751  -1.3959   0.0000   0.0000   0.0000   0.2631
   2.500   0.4598   0.00591   0.00161  -0.0089  0.1814  0.5100  -1.4991   0.0000   0.0000   0.0000   0.2599
   3.000   0.5238   0.00602   0.00172  -0.0091  0.1744  0.5283  -1.6052   0.0000   0.0000   0.0000   0.2573
   3.500   0.5882   0.00607   0.00181  -0.0092  0.1712  0.5512  -1.7182   0.0000   0.0000   0.0000   0.2552
   4.000   0.6520   0.00620   0.00195  -0.0093  0.1643  0.5714  -1.8326   0.0000   0.0000   0.0000   0.2533
   4.500   0.7163   0.00627   0.00207  -0.0093  0.1616  0.5963  -1.9545   0.0000   0.0000   0.0000   0.2516
   5.000   0.7797   0.00642   0.00224  -0.0092  0.1551  0.6201  -2.0785   0.0000   0.0000   0.0000   0.2499
   6.000   0.9071   0.00669   0.00259  -0.0089  0.1465  0.6717  -2.3438   0.0000   0.0000   0.0000   0.2468
   6.500   0.9710   0.00682   0.00277  -0.0086  0.1432  0.6993  -2.4846   0.0000   0.0000   0.0000   0.2453
   7.000   1.0338   0.00702   0.00301  -0.0081  0.1382  0.7273  -2.6302   0.0000   0.0000   0.0000   0.2436
   7.500   1.0971   0.00719   0.00324  -0.0076  0.1342  0.7555  -2.7819   0.0000   0.0000   0.0000   0.2421
   8.000   1.1595   0.00742   0.00351  -0.0069  0.1298  0.7838  -2.9395   0.0000   0.0000   0.0000   0.2404
   8.500   1.2219   0.00765   0.00379  -0.0061  0.1254  0.8118  -3.1032   0.0000   0.0000   0.0000   0.2387
   9.000   1.2835   0.00792   0.00411  -0.0050  0.1214  0.8391  -3.2733   0.0000   0.0000   0.0000   0.2369
   9.500   1.3446   0.00821   0.00445  -0.0037  0.1167  0.8651  -3.4505   0.0000   0.0000   0.0000   0.2350
  10.000   1.4041   0.00856   0.00485  -0.0021  0.1123  0.8899  -3.6320   0.0000   0.0000   0.0000   0.2329
  10.500   1.4631   0.00891   0.00525  -0.0003  0.1080  0.9130  -3.8241   0.0000   0.0000   0.0000   0.2307
  11.000   1.5152   0.00935   0.00574   0.0028  0.1028  0.9356  -4.0118   0.0000   0.0000   0.0000   0.2278
  11.500   1.5662   0.00978   0.00624   0.0062  0.0991  0.9573  -4.2071   0.0000   0.0000   0.0000   0.2248
  12.000   1.6112   0.01042   0.00693   0.0104  0.0929  0.9785  -4.4019   0.0000   0.0000   0.0000   0.2213
  12.500   1.6577   0.01108   0.00762   0.0144  0.0892  0.9951  -4.6121   0.0000   0.0000   0.0000   0.2181
  13.000   1.7113   0.01193   0.00849   0.0166  0.0839  1.0000  -4.8511   0.0000   0.0000   0.0000   0.2160
  13.500   1.7529   0.01302   0.00959   0.0206  0.0779  1.0000  -5.0796   0.0000   0.0000   0.0000   0.2129
  14.000   1.7922   0.01433   0.01093   0.0245  0.0726  1.0000  -5.3212   0.0000   0.0000   0.0000   0.2099
  14.500   1.8314   0.01580   0.01243   0.0281  0.0681  1.0000  -5.5808   0.0000   0.0000   0.0000   0.2071
